well_id,latitude,longitude,maaiveld_nap,filter_1_gemiddeld,filter_2_gemiddeld,filter_3_gemiddeld,filter_4_gemiddeld,filter_5_gemiddeld,filter_1_trend_15_jaar,filter_2_trend_15_jaar,filter_3_trend_15_jaar,filter_4_trend_15_jaar,filter_5_trend_15_jaar,filter_1_trend_25_jaar,filter_2_trend_25_jaar,filter_3_trend_25_jaar,filter_4_trend_25_jaar,filter_5_trend_25_jaar
B22C0159,52.534488115617776,6.383708327084727,5.75,4.5401,0.131,-0.7,,,,,,,,,,,,
B20A0296,52.687944492447386,5.230451835733238,-1.14,,,,,,,,,,,,,,,
B20A0301,52.68805145508359,5.23673700384006,-1.45,,,,,,,,,,,,,,,
B21F0068,52.671956808465985,6.333997498686326,3.29,2.1909,,,2.2016,,,,,,,,,,,
B22D0210,52.58531547841132,6.626963715964374,8.52,,,,,,,,,,,,,,,
B22D0211,52.58507641372557,6.626617589811786,9.03,7.0431,-0.909,0,,,,,,,,,,,,
B22D0218,52.56481292092838,6.547919307426696,8.51,7.0184,,,,,,,,,,,,,,
B22D0223,52.56898467041043,6.589331760549846,8.88,7.5566,,,,,,,,,,,,,,
B22D0248,52.51862889161872,6.582655844083185,8.17,,,,,,,,,,,,,,,
B22D0045,52.55003331818487,6.6230227720529244,9.52,,,,,,,,,,,,,,,
B22D0077,52.53288086091023,6.634480907067696,9.94,8.4361,,,8.142,,,,,,,,,,,
B22D0115,52.52933118299403,6.5197066023994275,7.07,6.052,0,-0.661,5.8597,-0.2,-0.432,,,,,,,,,
B22D0117,52.516765287197416,6.5244672209436105,6.15,4.896,0,-0.286,5.3948,-0.182,-0.617,,,,,,,,,
B22D0130,52.48682802199761,6.540996557103101,6.5,5.8722,2.24,,5.7953,2.375,,5.7956,2.118,,5.7744,1.778,,5.7677,2,
B24H0072,52.32109406420938,4.503478776853927,5.07,3.1066,2.6,3.4,0.8392,0,0.933,,,,,,,,,
B20A0238,52.65976865164935,5.204081180728753,-1.08,-2.2639,0.5,0.4,-2.1394,,0.25,-2.1181,,0.519,,,,,,
B21G0111,52.502281844869785,6.101190817327495,0.96,-0.0795,,,,,,,,,,,,,,
B21G0644,52.57210390482515,6.132266514195059,0.3,-0.6934,,,,,,,,,,,,,,
B21G0650,52.556902902470334,6.1197704073489865,0.78,,,,,,,,,,,,,,,
B21G0655,52.53013464539006,6.131852488596068,1.1,-0.1435,,,,,,,,,,,,,,
B21G0656,52.530406094058115,6.131562325622185,1.34,-0.1647,,,,,,,,,,,,,,
B21G0660,52.52226250821455,6.154263444790822,0.6,-0.0622,,,,,,,,,,,,,,
B21G0662,52.49778833291525,6.070634837879342,0.9,-0.5822,,,,,,,,,,,,,,
B21G0667,52.486652311254645,6.069137543526225,1.52,0.4923,,,,,,,,,,,,,,
B21G0685,52.49615199308651,6.073849169289631,0.7,-0.0605,,,,,,,,,,,,,,
B21G0689,52.55062405645878,6.103005466515825,0.9,-0.3648,,,,,,,,,,,,,,
B21G0698,52.485915397491965,6.117415326374575,1.58,,,,,,,,,,,,,,,
B21G0703,52.50909221237484,6.104541555012056,2.24,0.4669,,,,,,,,,,,,,,
B21G0713,52.533372636352205,6.170550743753024,0.45,-0.3685,,,,,,,,,,,,,,
B21G0562,52.49646653326694,6.066049391620863,4.35,,,,,,,,,,,,,,,
B22D0154,52.552515431985974,6.600236779405377,6.09,,,,,,,,,,,,,,,
B22D0177,52.51413296164813,6.6223123225146034,9.17,8.075,,,8.1332,,,8.1395,,,8.1464,,,8.145,,
B22D0293,52.49109573867914,6.530962603610363,7.26,,,,,,,,,,,,,,,
B22D0299,52.555344613014476,6.5602044314136165,8.09,,,,,,,,,,,,,,,
B22D0301,52.5458779058041,6.554055382987769,7.74,,,,,,,,,,,,,,,
B22D0306,52.56003058540891,6.59483931235707,6.65,,,,,,,,,,,,,,,
B22D0314,52.55309367898856,6.5964188096035095,7.04,,,,,,,,,,,,,,,
B21G0574,52.507566249666354,6.10422217306266,1.7,,,,,,,,,,,,,,,
B21G0176,52.49040583111592,6.079016241504627,1.71,-0.1195,-3.75,-2.182,-0.094,-3.477,-2,,,,,,,,,
B21G0329,52.497881011034714,6.062301211866538,1.6,-0.0419,2.118,0,-0.0471,2.333,0.1,,,,,,,,,
B24H0807,52.2884267730218,4.544742986843729,-0.2,,,,,,,,,,,,,,,
B24H0809,52.29098053414282,4.537365640723024,-0.05,,,,,,,,,,,,,,,
B12E1532,53.129674958860285,6.676407287578959,0.76,0.0578,,,0.0272,,,0.1706,,,,,,,,
B19H0317,52.48855958850848,5.041367762244209,-1.26,-1.4954,,,,,,,,,,,,,,
B19H0322,52.48968512139083,5.051488507295293,-1.41,-1.4415,,,-1.511,,,,,,,,,,,
B21F0225,52.66474145316387,6.325859482770014,2.73,2.1698,,,2.2083,,,,,,,,,,,
B21F0226,52.66481963561089,6.327339409110574,2.29,2.1686,,,2.0845,,,,,,,,,,,
B22C0132,52.54989066005084,6.4166557195221054,6.25,4.8376,-0.4,-0.782,4.8217,-0.392,-0.771,4.5939,-0.545,-1.471,4.5983,-0.369,-1.417,4.5817,-0.875,-1.583
B22C0137,52.55031868458408,6.358411014190656,5.05,3.8068,0.087,0,3.7879,0,0,,,,3.4581,-0.4,-0.85,,,
B22C0573,52.494947979681996,6.455223304721286,6.46,,,,,,,,,,,,,,,
B19G0231,52.596600867744826,4.988421221893637,-2.04,-2.9376,0.6,0.667,,,,,,,,,,,,
B19G0238,52.490703731883755,4.8866061016670335,-3.1,,,,,,,,,,,,,,,
B19G0239,52.49751427376186,4.903463759821471,-3.17,,,,,,,,,,,,,,,
B19G0368,52.487911608897164,4.929628014758502,-1.51,-2.2754,-0.25,-0.364,-2.8469,0,0.15,-2.7806,,0.5,-2.8944,,0.232,,,
B20G0209,52.55054856331167,5.522844125568325,-4.31,,,,,,,,,,,,,,,
B21H0146,52.57748654795935,6.324000200221601,3.38,2.5463,,,,,,,,,,,,,,
B21H0166,52.50928915257716,6.262600134428676,3.24,1.4273,0.104,-0.273,,,,,,,,,,,,
B21H0178,52.531014308922664,6.2082957971872865,1.33,0.0689,0.583,-0.071,,,,,,,,,,,,
B21H0053,52.531122801678464,6.226189226108082,1.2,0.3446,,,0.3577,,,,,,,,,,,
B21H0077,52.516758019521575,6.209857468584103,1.75,0.409,-1.5,0.235,0.3509,,,0.3548,,,0.3595,-1.472,0,,,
B21H0078,52.5153393679087,6.2083578025646196,1.25,0.454,,,0.4648,,,0.4598,,,0.4617,,,,,
B22G0106,52.5370415951503,6.686484986403175,13.47,12.3305,,,,,,,,,,,,,,
B22G0058,52.533483553630866,6.690463007467061,14.33,13.0971,,,,,,,,,,,,,,
B22G0042,52.55438593073099,6.6467386827345605,9.5,8.2109,,,7.8482,,,,,,,,,,,
B22G0045,52.56476168500359,6.651489556921423,9.7,8.0914,-4,-1.95,7.8955,-4.3,-0.643,,,,,,,,,
B22G0116,52.48992970209255,6.662864771385236,13.86,13.6315,,,,,,,,,,,,,,
B22G0118,52.48862660451293,6.684383588191653,15.69,14.9605,-0.077,-0.25,,,,,,,,,,,,
B22G0123,52.49011984856589,6.670232675013631,14.73,,,,14.2405,,,14.2282,,,,,,,,
B22G0124,52.48489709889943,6.671111631380148,14.86,14.7696,,,14.2173,,,,,,,,,,,
B23A0026,52.65601045007031,7.037055304032521,16.98,15.6587,,,15.3163,,,15.5767,,,15.2957,,,15.261,,
B24H0284,52.34731774140296,4.513890698751586,7.27,1.4541,,,0.8266,,,,,,,,,,,
B24H0292,52.317096710461215,4.555873853175631,3.1,-0.34,0.286,0.911,,,,,,,,,,,,
B24H0296,52.36428616732252,4.522321908998076,3.3,,,,1.0014,,,,,,,,,,,
B24H0302,52.36180466070728,4.579451131616615,7.1,0.3622,-0.05,0.946,,,,,,,,,,,,
B24H0327,52.28771116702334,4.509389571674443,0.8,-0.0304,-0.222,-0.273,-0.1166,0.182,0.5,,,,,,,,,
B20G0218,52.53222708246246,5.511440042687222,-4.35,-5.2039,,,,,,,,,,,,,,
B20G0224,52.58497850971143,5.581084627598494,-4.36,-5.42,,,,,,,,,,,,,,
B21A0036,52.629534304048434,5.773437737660253,-1.24,-4.4622,,-0.045,-4.4848,,-0.133,,,,,,,,,
B23A0236,52.696219644365215,7.021847740123659,19.83,,,,,,,,,,,,,,,
B23A0237,52.69494156587833,7.0232796071744685,19.49,,,,,,,,,,,,,,,
B23A0249,52.68790569363303,7.031596925308212,18.46,17.8046,,,17.4336,,,15.5832,,,,,,,,
B23A0250,52.68781789855624,7.031445716807877,18.39,17.871,,,17.5598,,,16.7005,,,,,,,,
B23A0252,52.68745854228905,7.031432262750123,18.36,,,,,,,16.5813,,,,,,,,
B23A0261,52.69409812999183,7.038782123276237,,,,,,,,,,,,,,,,
B23A0277,52.67933157503047,7.02957519045206,17.63,16.7479,,-2.972,16.8334,,,,,,,,,,,
B03C0421,53.388017045845295,6.368796128963995,0.0742,-0.5577,,,,,,,,,,,,,,
B26G0051,52.274608250202064,5.5424839068007,1.5,0.3442,,,,,,,,,,,,,,
B03C0429,53.40009952520665,6.480691154523096,,-0.3176,,,,,,,,,,,,,,
B28F1506,52.387499088628736,6.917551767096443,,19.2882,,,19.2587,,,19.2743,,,,,,,,
B27E0139,52.44001413198099,6.0519467381500345,26.92,7.9187,,,10.4368,,,10.4577,,,,,,,,
B27E0173,52.48555807333077,6.0796028315420285,1.31,0.312,-1.75,-0.757,0.2446,-2.167,-1.162,,,,,,,,,
B27E0176,52.3870265726547,6.194374199075296,2.43,1.2648,0.667,0.237,1.2294,,,,,,,,,,,
B27E0180,52.374265290472756,6.190176776808686,3.13,1.5611,,,1.5427,,,,,,,,,,,
B27E0225,52.38293818470715,6.083844800428879,2.84,1.4562,-1.083,-0.727,1.4619,-1.667,-0.796,3.9572,0.561,1.167,1.4607,-2,-0.833,3.7586,,
B27E0226,52.43654674759446,6.061159316851574,18.12,3.2349,,,,,,,,,,,,,,
B27E0363,52.455532207448705,6.0884454650435424,3.36,,,,,,,,,,,,,,,
B25C0293,52.31427101399374,4.705719637174039,-4.24,,,,,,,,,,,,,,,
B25C0295,52.32957109498691,4.607192735988972,0.14,-1.6133,0.75,0.5,,,,,,,,,,,,
B25C0327,52.35624005760933,4.5899014050616636,4.83,2.8382,0,1.125,0.0137,-0.444,1.375,,,,,,,,,
B25H0736,52.276411594254476,5.139988276005306,0.25,-0.6811,0.111,0,,,,,,,,,,,,
B25H0469,52.295529311489965,5.162925582409834,2.27,-0.3474,,,,,,,,,,,,,,
B26G0167,52.35817543384834,5.47190442342467,-3.12,-5.67,,,-5.6793,,,-5.6762,,,,,,,,
B26G0253,52.3034037453193,5.513291311796526,-2.62,-4.0411,,0.5,-4.0726,,0.167,-3.9509,,0.667,0.096,,-3.211,,,
B26G0255,52.32856518096506,5.517030259055218,-2.08,-4.6762,,0.8,-4.5454,,-4.75,-1.0958,,-3.167,,,,,,
B26G0269,52.27828090227516,5.463399674251369,-2.99,-4.2978,,0.044,-4.225,,0,,,,,,,,,
B26G0422,52.29757453366614,5.540467937145839,-0.04,-0.6723,,,,,,,,,,,,,,
B26G0429,52.277322279291006,5.5283828201673355,-1.73,-2.2801,,,-2.4255,,,,,,,,,,,
B27F0012,52.43938558475225,6.234891084992856,3.24,1.7908,,,,,,,,,,,,,,
B21G0457,52.494800984388895,6.069675651048438,2.2,-0.806,-4.05,-3.6,-0.9315,-5,-4.217,-0.9061,-4.528,-3.99,-0.7318,8.2,1.544,,,
B22D0322,52.55298127333267,6.598627573253872,8.02,,,,,,,,,,,,,,,
B22D0323,52.5526233548479,6.59847028518855,6.36,,,,,,,,,,,,,,,
B22E0241,52.65505691619559,6.742736625582088,10,8.8074,,,,,,,,,,,,,,
B22E0255,52.62083712804996,6.708600557474122,10.07,8.714,,,,,,,,,,,,,,
B22E0094,52.69542944063905,6.741319919315406,12.86,10.3407,0,-0.455,10.3427,0,-0.472,10.3273,0,-0.462,,,,,,
B24H0098,52.29663193626333,4.47904343400493,5.1,1.5106,0.333,0.789,0.8126,0,0.5,,,,,,,,,
B26H0811,52.36899480528073,5.69150975147944,1.62,1.2857,,,,,,,,,,,,,,
B23A0832,52.65932856854087,7.010186997391317,18.27,17.5282,,,15.3964,,,14.9008,,,,,,,,
B21G0477,52.50018935154299,6.1569580158310995,0.45,-0.3311,0.577,0.151,-0.3667,,,-0.3285,,,-0.3237,,,0.3901,-0.615,-0.571
B21G0490,52.510886668268625,6.07004213766792,1.45,-0.197,2.222,1,-0.2048,2.069,1,,,,,,,,,
B21G0519,52.50591737718182,6.162036291234455,2.25,-0.2881,-0.167,-0.083,-0.2876,,,-0.2799,,,-0.277,,,-0.2885,-0.097,-0.091
B22E0292,52.69031997119066,6.683621422219633,11.08,10.2158,,0.5,,,,,,,,,,,,
B22E0294,52.68581616335051,6.6845238133890925,11.15,10.3788,,,,,,,,,,,,,,
B22E0295,52.69447946425677,6.685445460409024,11.98,10.4589,,,,,,,,,,,,,,
B22E0298,52.694356788536076,6.684332335581684,12.27,11.0308,,,,,,,,,,,,,,
B22E0304,52.69254070445548,6.67776991017043,11.28,10.357,,,,,,,,,,,,,,
B22E0307,52.692324097908816,6.677023914295201,10.4,10.1181,,,,,,,,,,,,,,
B24H0198,52.294834480890806,4.561186391520279,-0.15,,,,,,,,,,,,,,,
B41B0474,51.94896534592816,6.538491658249945,19.81,19.1115,,,,,,,,,,,,,,
B41B0476,51.9628624753511,6.5329549971172645,19.42,18.5477,,,,,,,,,,,,,,
B24H0249,52.3247103691174,4.554704508790507,6.2,0.487,-0.5,0.167,0.031,0.333,1.07,-0.0106,0.416,1,-0.0125,0.333,1,-0.0657,0.528,1.071
B51G2685,51.44111418574726,5.4948865596205385,17.15,15.7066,,,,,,,,,,,,,,
B20D0032,52.529210598082834,5.4307357885941006,0.7,,,,,,,,,,,,,,,
B21G0726,52.58196097771743,6.077620616679969,-0.33,,,,-0.7756,,,,,,,,,,,
B21G0730,52.58011602393766,6.070288605969195,-0.57,-0.9381,,,-1.0377,,,,,,,,,,,
B21G0735,52.585743582679896,6.145570755855266,-0.47,-0.8631,,,,,,,,,,,,,,
B21H0119,52.588691247987995,6.293101249366386,2.89,,,,,,,,,,,,,,,
B22F0003,52.6906576011779,6.8112882967948085,11.61,10.0266,,,,,,,,,,,,,,
B22F0006,52.65744662881368,6.90215228840108,13.23,,,,,,,,,,,,,,,
B22F0613,52.686693703695184,6.920466919581629,14.44,13.1353,,,,,,,,,,,,,,
B22F0616,52.67907315057744,6.897869863994031,12.89,11.9417,,,,,,,,,,,,,,
B22F0623,52.6570791346771,6.815669373444114,11.09,,,,,,,,,,,,,,,
B22F0599,52.68519694908545,6.868351034993403,12.99,,,,,,,,,,,,,,,
B34E1751,52.145351300781364,6.642703000271351,17.44,16.8448,,,,,,,,,,,,,,
B22G0089,52.57384615233812,6.657621773514928,9.67,8.6607,,,,,,,,,,,,,,
B22G0103,52.491784947868354,6.665863420089838,14.55,,,,,,,,,,,,,,,
B24H0257,52.36798527358655,4.568531674348955,8.15,2.4168,1.583,0.8,0.7059,0.25,1.955,0.6454,0,1.714,0.6173,0.106,1.769,0.6074,0.667,2.667
B24H0261,52.36182690479243,4.526495310364105,4.4,1.3792,0,0.645,1.1914,0.167,0.658,,,,,,,,,
B24H0280,52.347044323370056,4.523171599560654,6,3.3776,,,1.0747,,,,,,,,,,,
B24H0281,52.346254662546066,4.5258140095829225,6.4,4.3199,,0,1.0907,,0.485,,,,,,,,,
B27E0656,52.41799201176099,6.123718112196763,3.01,1.1604,,,,,,,,,,,,,,
B27E0658,52.43289846981941,6.085851659818129,1.64,1.3183,,,,,,,,,,,,,,
B27E0651,52.403345359693276,6.075334164227641,2.72,1.9498,,,,,,,,,,,,,,
B37E5338,52.01766990085335,4.324680215522316,0.01,-1.2425,,,,,,,,,,,,,,
B52H0758,51.45068722106313,6.200584702857482,20.96,20.7647,,,,,,,,,,,,,,
B60C3757,51.02058544841764,5.821135975321661,38.7,38.5215,,,,,,,,,,,,,,
B21E0877,52.639697461327984,6.078896125826194,1.276,-0.3442,,,,,,,,,,,,,,
B26H0288,52.27286793411396,5.617521641592983,17.96,14.1664,,,,,,,,,,,,,,
B26H0307,52.35302667474101,5.700720563407853,4.73,3.9234,0,-0.6,,,,,,,,,,,,
B26H0309,52.35198332546601,5.649342166397498,3.31,,,,,,,,,,,,,,,
B26H0313,52.34856316504753,5.651523392339946,5.45,,,,,,,,,,,,,,,
B26H0329,52.329314242278464,5.615760818007583,4.23,2.9136,0.821,-0.077,,,,,,,,,,,,
B25C0337,52.335925669430566,4.593684969958721,0.41,-0.3955,-0.2,0.25,-0.7851,0,0.535,-0.7816,0.25,0.75,,,,,,
B25C0340,52.29867649900579,4.697895633441847,-4.39,-5.7387,-0.167,0.346,-5.7694,,0.476,-5.3688,,2.607,-3.8668,-2.16,1.833,,,
B25C0349,52.371562763446846,4.652122803150796,0.24,-1.0029,0.286,0.5,-1.0714,,0.75,-1.4754,,0.667,-1.6453,,0.417,-0.874,,3.333
B25C0361,52.31304046875617,4.622074716965853,-3.88,-4.9256,0.75,-0.2,-4.9931,,-0.735,-4.9814,0.25,-0.544,-4.9924,,-0.726,-5.0269,,-0.75
B25C0371,52.270623937080806,4.623170672087616,-4.07,-4.0584,,,-4.0593,,,-4.0636,,,-4.1635,,,,,
B25C0388,52.35292141887012,4.623662314298827,0.62,-0.5929,,,-0.7231,0,,-0.7519,,,,,,,,
B25C0399,52.28612444226808,4.5979448406280135,-3.95,-3.1706,,,-3.0823,-0.1,,-3.0976,,,,,,,,
B26B0030,52.43579646877694,5.449774922656098,2.59,,,,,,,,,,,,,,,
B26B0063,52.44277827929562,5.390881442035644,-3.82,-5.0057,,,-5.0462,,,-4.9852,,,,,,,,
B26B0068,52.37612446535551,5.411934448007603,-3.69,-5.6667,0.231,-0.05,-4.5829,0.214,-0.75,-3.7392,0,-1.705,-3.7526,-0.167,-1.823,-3.7416,0,-1.75
B26H0431,52.28335676879855,5.722577450148482,18.65,17.8599,-1,-1.056,,,,,,,,,,,,
B27G0268,52.35329590100067,6.049472466580274,3.48,,,,,,,,,,,,,,,
B27G0276,52.34277308893316,6.12650477845139,2.51,1.979,,,,,,,,,,,,,,
B27G0293,52.29971553117174,6.182671513542532,4.38,,,,,,,,,,,,,,,
B27G0308,52.28233957898927,6.173567555349974,5.45,4.2759,,,,,,,,,,,,,,
B27G0312,52.26670062238489,6.056825709572823,3.43,2.2837,-0.727,-0.667,,,,,,,,,,,,
B27G0316,52.325193223885655,6.120637763399911,4.3,2.6983,,,,,,,,,,,,,,
B27G0099,52.30576365336312,6.089144266471507,4.4,2.8486,-1.447,-0.935,2.6175,-2.167,-1.042,3.6665,0.264,3,3.2203,,,3.1569,,
B25E0951,52.391260082473295,4.9949704593120705,-1.27,,,,,,,,,,,,,,,
B26C0012,52.3075084990986,5.235592112678617,1.99,0.3073,,,,,,,,,,,,,,
B26C0040,52.29217781038518,5.269210296978904,1.01,,,,-0.1244,,,-0.0755,,,,,,,,
B26H0141,52.33317659392463,5.6553782734569085,13.45,,,,,,,,,,,,,,,
B26H0150,52.332005745513555,5.660373946016816,9.26,7.0743,,,4.566,,,4.5366,,,,,,,,
B26H0167,52.33228110871644,5.657881586451279,9.56,4.4437,,,4.5286,,,4.3853,,,,,,,,
B26H0221,52.29618169518531,5.747228164047195,21.88,19.7325,,,12.1286,,,,,,,,,,,
B26H0258,52.324542673087514,5.6617948417710275,11.25,6.1759,-2.106,-3.4,5.2904,-0.938,-1.882,5.1527,,-2.111,,,,,,
B26H0447,52.27538290920078,5.6183405427655515,17.3,14.5471,,,,,,,,,,,,,,
B26H0452,52.370832699150036,5.696735078167281,1.68,1.2937,,,1.2712,,,,,,,,,,,
B25E0932,52.393162772299576,4.994160304223717,-0.22,,,,,,,,,,,,,,,
B25E0185,52.443908542856015,4.989356254927406,-3.9,-3.076,,,-3.1052,,,-2.6618,,,,,,,,
B25E0276,52.451142584726234,4.9044120429703355,-1.2,,,,,,,,,,,,,,,
B26C0104,52.33248475726531,5.171541621292794,2.68,-2.6168,,0.167,-2.7289,,0.25,-2.7118,,0.321,,,,,,
B25D0606,52.35268464829065,4.7609062355189,-2.83,,,,,,,,,,,,,,,
B25D0620,52.2811917365507,4.770559369794821,-4.25,-5.0902,,,,,,,,,,,,,,
B25D0294,52.350553688735346,4.7938867187141,-0.62,-1.9394,,,-3.2955,,,,,,,,,,,
B25D0593,52.318715615284596,4.751749146024501,-3.8,-5.2039,,,-4.7573,,,,,,,,,,,
B25D0595,52.30587397943415,4.840274097783403,-0.83,-2.812,,,-4.0469,,,,,,,,,,,
B26H0033,52.295065754262275,5.6605864904970185,23.78,,,,,,,,,,,,,,,
B27F0195,52.473401672328144,6.301776234701685,3.86,2.8134,,,,,,,,,,,,,,
B27F0206,52.4390785137256,6.201794657580145,1.98,,,,,,,,,,,,,,,
B27F0207,52.439077502486086,6.201941707776814,2.02,,,,,,,,,,,,,,,
B27F0233,52.4418945381871,6.22331994670476,2.46,,,,,,,,,,,,,,,
B27F0234,52.38591436748144,6.258692979117118,4.5,3.3513,-0.125,-0.25,,,,,,,,,,,,
B27F0238,52.37829451048685,6.280132789438743,6.12,,,,,,,,,,,,,,,
B27F0050,52.42414233755873,6.270530848901019,3.81,2.9535,0.5,-0.3,,,,,,,,,,,,
B27F0091,52.385551503729374,6.283216861716306,6.91,,,,,,,,,,,,,,,
B27F0044,52.399703956026364,6.227328345487336,3.33,2.0377,2.8,1,1.8459,,,1.8437,,,,,,,,
B27F0045,52.43515683090272,6.301941548180145,5.27,4.2253,,,4.258,0,0.024,4.2824,0,0.08,,,,,,
B25C0430,52.31355288668044,4.705877303369206,-4.32,,,,,,,,,,,,,,,
B25C0438,52.299695731409244,4.703157620989815,-4.31,,,,,,,,,,,,,,,
B25C0002,52.34448328323996,4.58186496623456,2.72,-0.1542,,,,,,,,,,,,,,
B26A0243,52.39107287476615,5.306407739080631,-4.61,-5.7474,,-0.071,-5.5486,,0.5,-5.2087,,-0.5,-3.0616,,-2.094,,,
B27B0307,52.379587199315786,6.041053139813838,5.67,,,,,,,,,,,,,,,
B27B0314,52.37854638540876,6.022576787833322,10.09,,,,,,,,,,,,,,,
B25A1548,52.38108018625032,4.636249372072342,1.8,-0.5919,,,,,,,,,,,,,,
B25A1550,52.37505855119301,4.650596307579086,0.35,-0.7246,,,,,,,,,,,,,,
B25A0799,52.45406988373388,4.613825858190756,5.85,3.3478,,,0.7723,,,,,,,,,,,
B25A1564,52.4258136713666,4.592309882562856,4.6,2.5858,,,2.3216,,,2.1134,,,,,,,,
B25A1572,52.38659284648142,4.641003482622794,0.88,-0.3986,,,,,,,,,,,,,,
B25A1361,52.445494300310244,4.6388338182067415,3.77,2.6064,,,2.605,,,0.0972,,,-1.4353,,,,,
B25G0979,52.32430496829427,4.884140598153748,-0.75,-3.6641,,,,,,,,,,,,,,
B25G0990,52.30778845957325,4.906498006455119,-1.69,-2.1368,,,-3.8739,,,-3.9703,,,,,,,,
B25G0991,52.31293708072104,5.001879742918331,-1.68,-2.5851,,,,,,,,,,,,,,
B25G0994,52.28877225167526,4.922752673960729,-2.06,-2.5169,,,-3.9464,,,-4.0453,,,,,,,,
B25G0995,52.28275059080504,4.96600291034291,-2.58,-3.1403,,,,,,,,,,,,,,
B26E0020,52.481394332108735,5.471110482637262,-3.86,-5.5092,,0.5,-5.494,,0.583,-5.4786,,0.693,,,,,,
B26E0112,52.39617680560876,5.53412436445077,-3,-4.2222,,-0.4,-4.2325,,-0.5,-4.131,,-0.688,,,,,,
B26E0115,52.41299358509986,5.559900996179229,-3.9,-4.6966,-0.683,-1.152,-4.6974,-0.75,-1.188,,,,,,,,,
B26E0132,52.41127200676388,5.496109228569376,-3.37,-4.4227,,,,,,,,,,,,,,
B26E0134,52.42024144514513,5.514212304781804,-3.45,-4.6634,,,,,,,,,,,,,,
B26E0119,52.38430827286849,5.49736480230921,-3.08,,,,,,,,,,,,,,,
B27B0005,52.435372312396446,5.959821355902667,11.94,4.2533,,,,,,,,,,,,,,
B27B0270,52.42208121833152,6.044326913021323,13.38,10.0306,,,,,,,,,,,,,,
B27B0271,52.41779022481787,6.04014733744273,14.35,13.2688,,,,,,,,,,,,,,
B27B0283,52.466013254116085,5.97949554404092,2.02,1.0482,-0.343,-0.281,,,,,,,,,,,,
B27B0286,52.44741987784745,6.012342621939831,27.38,3.1825,-1.894,-2.625,,,,,,,,,,,,
B27B0079,52.387738415514924,5.959646353048498,28.7,17.7575,-1.424,-2.714,,,,,,,,,,,,
B27B0080,52.38496271697071,5.968555851835582,23.31,16.2535,,,,,,,,,,,,,,
B27B0085,52.37487607267663,5.961683023782512,25.72,15.7921,,,,,,,,,,,,,,
B27B0169,52.404086859868464,6.014669876573414,19.64,,,,,,,,,,,,,,,
B27B0173,52.38814466147052,6.004014415037591,19.84,,,,,,,,,,,,,,,
B27B0251,52.37400642732303,5.955650918500717,22.9,16.9061,,,,,,,,,,,,,,
B27B0263,52.37906345285807,5.969227488726547,21.5,19.95,,,17.8953,,,15.83,,,15.5769,0,1.5,15.7842,1.444,3
B30F4617,52.158905898913794,4.49102540644053,1.73,-0.4359,,,,,,,,,,,,,,
B30F4626,52.17526796935696,4.499775679219877,-0.68,-1.5941,,,,,,,,,,,,,,
B25A1211,52.377235160223115,4.597836400929052,0.42,-0.2003,0.333,0.182,0.2225,,2.876,0.2744,0.25,1.725,,,,,,
B25A1212,52.39023902892913,4.663712455934425,0.46,-0.9277,-0.045,-0.537,-1.1793,-0.278,0.8,-0.5667,,2.636,-0.5493,,2.547,,,
B27C0010,52.37205867050837,5.769283169173198,6.75,4.8215,,,,,,,,,,,,,,
B27C0006,52.343131055713066,5.864712432232677,24.66,12.6683,,,,,,,,,,,,,,
B27C0032,52.28613763959408,5.795657324277808,37.63,28.9544,,,14.7821,,,,,,,,,,,
B25A1395,52.3804823649871,4.613200347173123,0.24,-0.6216,0.5,0.154,-0.0846,0.24,1.263,-0.1035,,2.045,-0.1081,,2.092,,,
B25A1669,52.428985318965886,4.6194102611051076,5.12,3.6308,,,,,,,,,,,,,,
B25A1671,52.42801151368873,4.621706132422217,4.51,4.2744,0.3,1,,,,,,,,,,,,
B25H0475,52.30841563170607,5.13092453544131,-0.37,,,,,,,,,,,,,,,
B27A0255,52.44324757716207,5.843436913360296,2.19,0.1256,0.721,0,,,,,,,,,,,,
B27A0271,52.40948445318726,5.858667391197801,7.1,4.6029,-3.882,-3.083,,,,,,,,,,,,
B25E0991,52.478528249140155,4.968437508720914,-4.01,-4.6533,,,,,,,,,,,,,,
B25E0994,52.4744803807021,4.967445565156292,-4.31,-4.8716,,,,,,,,,,,,,,
B25E1006,52.472743424516906,4.971877329450402,-4.27,-4.8772,,,,,,,,,,,,,,
B25E1008,52.47396645306268,4.974662264598965,-4.09,-4.9312,,,-4.9381,,,,,,,,,,,
B25E1009,52.47446432694973,4.975687892078659,-4.25,-4.8769,,,,,,,,,,,,,,
B25E1020,52.44694479915402,4.957998769382369,-1.64,-1.7948,,,,,,,,,,,,,,
B26C0516,52.30339169352496,5.186930529978097,0.93,-0.3346,,,-0.3464,,,,,,,,,,,
B26C0517,52.302034242280506,5.181512113259588,0.54,-0.2345,,,-0.3657,,,,,,,,,,,
B26C0518,52.30382689503795,5.178718139129038,1.33,-0.2219,,,,,,,,,,,,,,
B26C0519,52.305189221453915,5.186922434279759,1.5,0.5477,,,0.6575,,,,,,,,,,,
B26C0445,52.281341131149624,5.169591436168979,1.28,-0.2412,,,,,,,,,,,,,,
B38C3974,51.90705474739113,4.592182803561007,-1.47,-2.1751,-4,,,,,,,,,,,,,
